circuit_name,folder,subgraph_id,center_node,label_subgraph,num_nodes,num_edges,avg_degree,type_hist_json
max.v,verilog_benchmark_circuits,max.v__1,\in2[60],0,9,8,16.555555555555557,"{""not"": 0.4444444444444444, ""and"": 0.4444444444444444, ""input"": 0.1111111111111111}"
max.v,verilog_benchmark_circuits,max.v__2,\in2[115],0,9,8,16.444444444444443,"{""not"": 0.5555555555555556, ""and"": 0.3333333333333333, ""input"": 0.1111111111111111}"
router.v,verilog_benchmark_circuits,router.v__0,\dest_x[10],0,6,5,2.6666666666666665,"{""input"": 0.3333333333333333, ""and"": 0.3333333333333333, ""not"": 0.3333333333333333}"
router.v,verilog_benchmark_circuits,router.v__1,\dest_x[21],0,6,5,2.8333333333333335,"{""and"": 0.5, ""not"": 0.3333333333333333, ""input"": 0.16666666666666666}"
router.v,verilog_benchmark_circuits,router.v__2,\dest_x[3],0,7,6,3.142857142857143,"{""input"": 0.42857142857142855, ""and"": 0.42857142857142855, ""nor"": 0.14285714285714285}"
sin.v,verilog_benchmark_circuits,sin.v__0,\a[17],0,7,6,2.7142857142857144,"{""and"": 0.42857142857142855, ""not"": 0.42857142857142855, ""input"": 0.14285714285714285}"
sin.v,verilog_benchmark_circuits,sin.v__1,\a[22],0,53,52,3.547169811320755,"{""and"": 0.5094339622641509, ""not"": 0.2641509433962264, ""input"": 0.22641509433962265}"
sin.v,verilog_benchmark_circuits,sin.v__2,\a[15],0,9,8,3.888888888888889,"{""not"": 0.4444444444444444, ""and"": 0.3333333333333333, ""input"": 0.2222222222222222}"
Priority__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,Priority__trojan_andxor.v__0,fsm_trigger_2113,1,1,0,0.0,"{""fsm_trigger"": 1.0}"
adder__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,adder__trojan_andxor.v__0,fsm_trigger_2598,1,1,0,0.0,"{""fsm_trigger"": 1.0}"
arbiter__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,arbiter__trojan_andxor.v__0,fsm_trigger_26543,1,1,0,0.0,"{""fsm_trigger"": 1.0}"
bar__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,bar__trojan_andxor.v__0,fsm_trigger_3482,1,1,0,0.0,"{""fsm_trigger"": 1.0}"
c1355__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c1355__trojan_andxor.v__0,fsm_trigger_613,1,1,0,0.0,"{""fsm_trigger"": 1.0}"
c17__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c17__trojan_andxor.v__0,fsm_trigger_23,1,1,0,0.0,"{""fsm_trigger"": 1.0}"
c1908__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c1908__trojan_andxor.v__0,fsm_trigger_568,1,1,0,0.0,"{""fsm_trigger"": 1.0}"
c2670__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c2670__trojan_andxor.v__0,fsm_trigger_1003,1,1,0,0.0,"{""fsm_trigger"": 1.0}"
c3540__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c3540__trojan_andxor.v__0,fsm_trigger_1205,1,1,0,0.0,"{""fsm_trigger"": 1.0}"
c432__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c432__trojan_andxor.v__0,XOR2_106,1,27,27,3.7037037037037037,"{""nand"": 0.4074074074074074, ""xor"": 0.37037037037037035, ""and"": 0.1111111111111111, ""not"": 0.07407407407407407, ""nor"": 0.037037037037037035}"
c432__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c432__trojan_andxor.v__1,XOR2_100,1,27,27,3.7777777777777777,"{""nand"": 0.4074074074074074, ""xor"": 0.37037037037037035, ""and"": 0.1111111111111111, ""not"": 0.07407407407407407, ""nor"": 0.037037037037037035}"
c432__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c432__trojan_andxor.v__2,XOR2_51,1,31,31,3.935483870967742,"{""nand"": 0.3870967741935484, ""xor"": 0.3225806451612903, ""not"": 0.0967741935483871, ""and"": 0.0967741935483871, ""nor"": 0.06451612903225806, ""input"": 0.03225806451612903}"
c432__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c432__trojan_andxor.v__3,XOR2_101,1,27,27,3.7777777777777777,"{""nand"": 0.4074074074074074, ""xor"": 0.37037037037037035, ""and"": 0.1111111111111111, ""not"": 0.07407407407407407, ""nor"": 0.037037037037037035}"
c432__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c432__trojan_andxor.v__4,XOR2_110,1,27,27,3.7037037037037037,"{""nand"": 0.4074074074074074, ""xor"": 0.37037037037037035, ""and"": 0.1111111111111111, ""not"": 0.07407407407407407, ""nor"": 0.037037037037037035}"
c432__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c432__trojan_andxor.v__5,fsm_trigger_215,1,1,0,0.0,"{""fsm_trigger"": 1.0}"
c432__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c432__trojan_andxor.v__6,XOR2_57,1,31,31,3.870967741935484,"{""nand"": 0.3870967741935484, ""xor"": 0.3225806451612903, ""not"": 0.0967741935483871, ""and"": 0.0967741935483871, ""nor"": 0.06451612903225806, ""input"": 0.03225806451612903}"
c432__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c432__trojan_andxor.v__7,XOR2_52,1,31,31,3.935483870967742,"{""nand"": 0.3870967741935484, ""xor"": 0.3225806451612903, ""not"": 0.0967741935483871, ""and"": 0.0967741935483871, ""nor"": 0.06451612903225806, ""input"": 0.03225806451612903}"
c432__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c432__trojan_andxor.v__8,XOR2_53,1,31,31,3.870967741935484,"{""nand"": 0.3870967741935484, ""xor"": 0.3225806451612903, ""and"": 0.0967741935483871, ""not"": 0.0967741935483871, ""nor"": 0.06451612903225806, ""input"": 0.03225806451612903}"
c432__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c432__trojan_andxor.v__9,XOR2_102,1,27,27,3.7037037037037037,"{""nand"": 0.4074074074074074, ""xor"": 0.37037037037037035, ""and"": 0.1111111111111111, ""not"": 0.07407407407407407, ""nor"": 0.037037037037037035}"
c432__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c432__trojan_andxor.v__10,XOR2_112,1,27,27,3.7037037037037037,"{""nand"": 0.4074074074074074, ""xor"": 0.37037037037037035, ""and"": 0.1111111111111111, ""not"": 0.07407407407407407, ""nor"": 0.037037037037037035}"
c432__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c432__trojan_andxor.v__11,XOR2_59,1,31,31,3.870967741935484,"{""nand"": 0.3870967741935484, ""xor"": 0.3225806451612903, ""and"": 0.0967741935483871, ""not"": 0.0967741935483871, ""nor"": 0.06451612903225806, ""input"": 0.03225806451612903}"
c432__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c432__trojan_andxor.v__12,XOR2_54,1,31,31,3.870967741935484,"{""nand"": 0.3870967741935484, ""xor"": 0.3225806451612903, ""and"": 0.0967741935483871, ""not"": 0.0967741935483871, ""nor"": 0.06451612903225806, ""input"": 0.03225806451612903}"
c432__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c432__trojan_andxor.v__13,XOR2_99,1,27,27,3.7777777777777777,"{""nand"": 0.4074074074074074, ""xor"": 0.37037037037037035, ""and"": 0.1111111111111111, ""not"": 0.07407407407407407, ""nor"": 0.037037037037037035}"
c432__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c432__trojan_andxor.v__14,XOR2_55,1,31,31,3.870967741935484,"{""nand"": 0.3870967741935484, ""xor"": 0.3225806451612903, ""and"": 0.0967741935483871, ""not"": 0.0967741935483871, ""nor"": 0.06451612903225806, ""input"": 0.03225806451612903}"
c432__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c432__trojan_andxor.v__15,XOR2_61,1,31,31,3.870967741935484,"{""nand"": 0.3870967741935484, ""xor"": 0.3225806451612903, ""not"": 0.0967741935483871, ""and"": 0.0967741935483871, ""nor"": 0.06451612903225806, ""input"": 0.03225806451612903}"
c432__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c432__trojan_andxor.v__16,XOR2_108,1,27,27,3.7037037037037037,"{""nand"": 0.4074074074074074, ""xor"": 0.37037037037037035, ""and"": 0.1111111111111111, ""not"": 0.07407407407407407, ""nor"": 0.037037037037037035}"
c432__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c432__trojan_andxor.v__17,XOR2_50,1,31,31,3.935483870967742,"{""nand"": 0.3870967741935484, ""xor"": 0.3225806451612903, ""not"": 0.0967741935483871, ""and"": 0.0967741935483871, ""nor"": 0.06451612903225806, ""input"": 0.03225806451612903}"
c432__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c432__trojan_andxor.v__18,XOR2_104,1,27,27,3.7037037037037037,"{""nand"": 0.4074074074074074, ""xor"": 0.37037037037037035, ""and"": 0.1111111111111111, ""not"": 0.07407407407407407, ""nor"": 0.037037037037037035}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__0,XOR2_3,1,11,10,3.090909090909091,"{""xor"": 0.8181818181818182, ""input"": 0.18181818181818182}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__1,XOR2_9,1,11,10,3.090909090909091,"{""xor"": 0.8181818181818182, ""input"": 0.18181818181818182}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__2,XOR2_182,1,8,7,4.25,"{""xor"": 0.5, ""and"": 0.25, ""input"": 0.125, ""output"": 0.125}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__3,XOR2_58,1,12,11,3.6666666666666665,"{""xor"": 0.9166666666666666, ""and"": 0.08333333333333333}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__4,XOR2_63,1,12,11,3.75,"{""xor"": 0.9166666666666666, ""and"": 0.08333333333333333}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__5,XOR2_32,1,10,9,3.7,"{""xor"": 0.8, ""input"": 0.2}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__6,XOR2_202,1,8,7,4.25,"{""xor"": 0.5, ""and"": 0.25, ""input"": 0.125, ""output"": 0.125}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__7,XOR2_27,1,10,9,3.6,"{""xor"": 0.8, ""input"": 0.2}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__8,XOR2_68,1,17,16,4.588235294117647,"{""and"": 0.47058823529411764, ""xor"": 0.35294117647058826, ""input"": 0.11764705882352941, ""not"": 0.058823529411764705}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__9,XOR2_67,1,17,16,4.588235294117647,"{""and"": 0.47058823529411764, ""xor"": 0.35294117647058826, ""input"": 0.11764705882352941, ""not"": 0.058823529411764705}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__10,XOR2_57,1,12,11,3.6666666666666665,"{""xor"": 0.9166666666666666, ""and"": 0.08333333333333333}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__11,XOR2_12,1,11,10,3.090909090909091,"{""xor"": 0.8181818181818182, ""input"": 0.18181818181818182}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__12,XOR2_52,1,17,16,4.294117647058823,"{""and"": 0.4117647058823529, ""xor"": 0.29411764705882354, ""input"": 0.23529411764705882, ""not"": 0.058823529411764705}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__13,XOR2_60,1,12,11,3.75,"{""xor"": 0.9166666666666666, ""and"": 0.08333333333333333}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__14,XOR2_53,1,16,15,3.6875,"{""and"": 0.375, ""xor"": 0.3125, ""input"": 0.25, ""not"": 0.0625}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__15,XOR2_10,1,11,10,3.090909090909091,"{""xor"": 0.8181818181818182, ""input"": 0.18181818181818182}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__16,XOR2_72,1,17,16,4.588235294117647,"{""and"": 0.47058823529411764, ""xor"": 0.35294117647058826, ""input"": 0.11764705882352941, ""not"": 0.058823529411764705}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__17,XOR2_173,1,8,7,4.25,"{""xor"": 0.5, ""and"": 0.25, ""output"": 0.125, ""input"": 0.125}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__18,XOR2_16,1,11,10,3.090909090909091,"{""xor"": 0.8181818181818182, ""input"": 0.18181818181818182}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__19,XOR2_183,1,8,7,4.125,"{""xor"": 0.5, ""and"": 0.25, ""input"": 0.125, ""output"": 0.125}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__20,XOR2_39,1,10,9,3.7,"{""xor"": 0.8, ""input"": 0.2}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__21,XOR2_192,1,8,7,4.125,"{""xor"": 0.5, ""and"": 0.25, ""output"": 0.125, ""input"": 0.125}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__22,XOR2_40,1,10,9,3.7,"{""xor"": 0.8, ""input"": 0.2}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__23,XOR2_46,1,13,12,3.230769230769231,"{""xor"": 0.6923076923076923, ""input"": 0.3076923076923077}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__24,XOR2_26,1,10,9,3.6,"{""xor"": 0.8, ""input"": 0.2}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__25,XOR2_174,1,8,7,4.25,"{""xor"": 0.5, ""and"": 0.25, ""output"": 0.125, ""input"": 0.125}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__26,XOR2_31,1,10,9,3.7,"{""xor"": 0.8, ""input"": 0.2}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__27,XOR2_48,1,13,12,3.230769230769231,"{""xor"": 0.6923076923076923, ""input"": 0.3076923076923077}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__28,XOR2_179,1,8,7,4.125,"{""xor"": 0.5, ""and"": 0.25, ""output"": 0.125, ""input"": 0.125}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__29,XOR2_38,1,10,9,3.7,"{""xor"": 0.8, ""input"": 0.2}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__30,XOR2_6,1,11,10,3.090909090909091,"{""xor"": 0.8181818181818182, ""input"": 0.18181818181818182}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__31,XOR2_76,1,43,64,4.790697674418604,"{""and"": 0.627906976744186, ""xor"": 0.23255813953488372, ""not"": 0.09302325581395349, ""or"": 0.046511627906976744}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__32,fsm_trigger_226,1,1,0,0.0,"{""fsm_trigger"": 1.0}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__33,XOR2_199,1,8,7,4.125,"{""xor"": 0.5, ""and"": 0.25, ""output"": 0.125, ""input"": 0.125}"
c499__trojan_andxor.v,Trojanized_ISCAS_EPFL_andxor,c499__trojan_andxor.v__34,XOR2_190,1,8,7,4.25,"{""xor"": 0.5, ""and"": 0.25, ""output"": 0.125, ""input"": 0.125}"
